,weblink,price,ad_date,ad_views,brand,model,year,dict_params,city,generation,body,engine,mileage,transmission,drivetrain,drive,body_color,customs_cleared,engine_volume,fuel_type,damaged
0,https://kolesa.kz/a/show/155013553,5350000.0,29 июня,828,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Уральск', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '2 600 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный', 'Растаможен в Казахстане': 'Да'}",Уральск,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),2600.0,механика,передний привод,слева,черный,Да,1.6,бензин,0
1,https://kolesa.kz/a/show/155157813,5455000.0,3 июля,527,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Астана', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '200 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный металлик', 'Растаможен в Казахстане': 'Да'}",Астана,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),200.0,механика,передний привод,слева,черный металлик,Да,1.6,бензин,0
2,https://kolesa.kz/a/show/155241750,5530000.0,2 июля,659,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Актобе', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Актобе,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),10.0,механика,передний привод,слева,белый,Да,1.6,бензин,0
3,https://kolesa.kz/a/show/155413626,5530000.0,2 июля,598,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Кызылорда', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Кызылорда,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),,механика,передний привод,слева,,Да,1.6,бензин,0
4,https://kolesa.kz/a/show/155235040,5530000.0,2 июля,2108,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Астана', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Астана,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),,механика,передний привод,слева,,Да,1.6,бензин,0
5,https://kolesa.kz/a/show/155289340,5530000.0,1 июля,1551,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Шымкент', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серебристый', 'Растаможен в Казахстане': 'Да'}",Шымкент,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),,механика,передний привод,слева,серебристый,Да,1.6,бензин,0
6,https://kolesa.kz/a/show/155598724,5530000.0,1 июля,107,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Алматы', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Алматы,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),,механика,передний привод,слева,белый,Да,1.6,бензин,0
7,https://kolesa.kz/a/show/144476773,5530000.0,26 июня,404,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Астана', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Астана,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),10.0,механика,передний привод,слева,белый,Да,1.6,бензин,0
8,https://kolesa.kz/a/show/133499823,5590000.0,3 июля,28154,Chevrolet,Spark,2023.0,"{'Город': 'Караганда', 'Поколение': '2015 - н.в. M400', 'Кузов': 'хэтчбек', 'Объем двигателя, л': '1.2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Караганда,2015 - н.в. M400,хэтчбек,1.2 (бензин),,автомат,передний привод,слева,,Да,1.2,бензин,0
9,https://kolesa.kz/a/show/153650663,5590000.0,2 июля,1811,Chevrolet,Spark,2023.0,"{'Город': 'Шымкент', 'Поколение': '2015 - н.в. M400', 'Кузов': 'хэтчбек', 'Объем двигателя, л': '1 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'синий', 'Растаможен в Казахстане': 'Да'}",Шымкент,2015 - н.в. M400,хэтчбек,1 (бензин),,автомат,передний привод,слева,синий,Да,1.0,бензин,0
10,https://kolesa.kz/a/show/155268029,5600000.0,2 июля,632,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Уральск', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '250 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Уральск,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),250.0,механика,передний привод,слева,,Да,1.6,бензин,0
11,https://kolesa.kz/a/show/155123432,5600000.0,29 июня,1124,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Павлодар', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Павлодар,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),10.0,механика,передний привод,слева,,Да,1.6,бензин,0
12,https://kolesa.kz/a/show/155513328,5620000.0,29 июня,182,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Караганда', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Караганда,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),10.0,механика,передний привод,слева,белый,Да,1.6,бензин,0
13,https://kolesa.kz/a/show/155260512,5650000.0,2 июля,992,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Павлодар', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Павлодар,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),10.0,механика,передний привод,слева,,Да,1.6,бензин,0
14,https://kolesa.kz/a/show/154100656,5650000.0,3 июля,23,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Алматы', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '3 533 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный', 'Растаможен в Казахстане': 'Да'}",Алматы,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),3533.0,механика,передний привод,слева,черный,Да,1.6,бензин,0
15,https://kolesa.kz/a/show/152442932,5650000.0,2 июля,69,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Уральск', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '50 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный металлик', 'Растаможен в Казахстане': 'Да'}",Уральск,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),50.0,механика,передний привод,слева,черный металлик,Да,1.6,бензин,0
16,https://kolesa.kz/a/show/155240867,5690000.0,2 июля,625,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Актобе', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '5 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Актобе,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),5.0,механика,передний привод,слева,белый,Да,1.6,бензин,0
17,https://kolesa.kz/a/show/155240816,5690000.0,2 июля,693,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Павлодар', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Павлодар,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),,механика,передний привод,слева,белый,Да,1.6,бензин,0
18,https://kolesa.kz/a/show/155204451,5690000.0,1 июля,1265,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Усть-Каменогорск', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Усть-Каменогорск,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),,механика,передний привод,слева,белый,Да,1.6,бензин,0
19,https://kolesa.kz/a/show/154733721,5690000.0,27 июня,1371,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Костанай', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Костанай,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),10.0,механика,передний привод,слева,белый,Да,1.6,бензин,0
20,https://kolesa.kz/a/show/154496599,5690000.0,29 июня,3348,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Алматы', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Алматы,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),,механика,передний привод,слева,,Да,1.6,бензин,0
21,https://kolesa.kz/a/show/154099243,5690000.0,27 июня,3260,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Шымкент', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Шымкент,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),,механика,передний привод,слева,,Да,1.6,бензин,0
22,https://kolesa.kz/a/show/132166922,5690000.0,30 июня,14716,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Алматы', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Алматы,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),10.0,механика,передний привод,слева,,Да,1.6,бензин,0
23,https://kolesa.kz/a/show/155361144?fromUserSearch=1,5690000.0,26 июня,188,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Астана', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Астана,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),10.0,механика,передний привод,слева,белый,Да,1.6,бензин,0
24,https://kolesa.kz/a/show/155498398,5690000.0,29 июня,68,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Кызылорда', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Кызылорда,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),,механика,передний привод,слева,,Да,1.6,бензин,0
25,https://kolesa.kz/a/show/144477209?fromUserSearch=1,5690000.0,28 июня,3166,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Астана', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Астана,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),10.0,механика,передний привод,слева,белый,Да,1.6,бензин,0
26,https://kolesa.kz/a/show/154908089,5700000.0,1 июля,1328,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Павлодар', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '15 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Павлодар,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),15.0,механика,передний привод,слева,белый,Да,1.6,бензин,0
27,https://kolesa.kz/a/show/155433475,5750000.0,27 июня,310,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Уральск', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '25 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}",Уральск,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),25.0,механика,передний привод,слева,белый металлик,Да,1.6,бензин,0
28,https://kolesa.kz/a/show/155602849,5750000.0,2 июля,164,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Уральск', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый металлик', 'Растаможен в Казахстане': 'Да'}",Уральск,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),,механика,передний привод,слева,белый металлик,Да,1.6,бензин,0
29,https://kolesa.kz/a/show/155353877,5780000.0,3 июля,401,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Кокшетау', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Кокшетау,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),,механика,передний привод,слева,белый,Да,1.6,бензин,0
30,https://kolesa.kz/a/show/155243646,5780000.0,2 июля,789,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Павлодар', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Павлодар,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),,механика,передний привод,слева,белый,Да,1.6,бензин,0
31,https://kolesa.kz/a/show/155513329,5780000.0,29 июня,82,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Караганда', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Караганда,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),10.0,механика,передний привод,слева,белый,Да,1.6,бензин,0
32,https://kolesa.kz/a/show/133499999,5790000.0,3 июля,66979,Chevrolet,Nexia,2023.0,"{'Город': 'Караганда', 'Поколение': '2020 - н.в. 1 поколение', 'Кузов': 'седан', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Караганда,2020 - н.в. 1 поколение,седан,1.5 (бензин),,механика,передний привод,слева,,Да,1.5,бензин,0
33,https://kolesa.kz/a/show/141912986,5790000.0,29 июня,3134,Chevrolet,Nexia,2023.0,"{'Город': 'Тараз', 'Поколение': '2020 - н.в. 1 поколение', 'Кузов': 'седан', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'синий', 'Растаможен в Казахстане': 'Да'}",Тараз,2020 - н.в. 1 поколение,седан,1.5 (бензин),,механика,передний привод,слева,синий,Да,1.5,бензин,0
34,https://kolesa.kz/a/show/151957158,5800000.0,1 июля,846,Suzuki,Alto,2023.0,"{'Город': 'Алматы', 'Поколение': '2021 - н.в. 9 поколение', 'Кузов': 'хэтчбек', 'Объем двигателя, л': '0.8 (бензин)', 'Пробег': '20 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Алматы,2021 - н.в. 9 поколение,хэтчбек,0.8 (бензин),20.0,механика,передний привод,слева,,Да,0.8,бензин,0
35,https://kolesa.kz/a/show/155548535,5800000.0,30 июня,35,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Атбасар', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '490 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Атбасар,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),490.0,механика,передний привод,слева,белый,Да,1.6,бензин,0
36,https://kolesa.kz/a/show/155160828,5850000.0,2 июля,909,ВАЗ (Lada),Granta 2190 (седан),2023.0,"{'Город': 'Уральск', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '1 500 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный металлик', 'Растаможен в Казахстане': 'Да'}",Уральск,2018 - н.в. 1 поколение рестайлинг,седан,1.6 (бензин),1500.0,механика,передний привод,слева,черный металлик,Да,1.6,бензин,0
37,https://kolesa.kz/a/show/154920371,5890000.0,30 июня,1245,Chevrolet,Spark,2023.0,"{'Город': 'Актау', 'Поколение': '2015 - н.в. M400', 'Кузов': 'хэтчбек', 'Объем двигателя, л': '1.2 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'черный металлик', 'Растаможен в Казахстане': 'Да'}",Актау,2015 - н.в. M400,хэтчбек,1.2 (бензин),,автомат,передний привод,слева,черный металлик,Да,1.2,бензин,0
38,https://kolesa.kz/a/show/155634803,5900000.0,2 июля,91,Chevrolet,Spark,2023.0,"{'Город': 'Алматы', 'Поколение': '2015 - н.в. M400', 'Кузов': 'хэтчбек', 'Объем двигателя, л': '1.4 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'вишня', 'Растаможен в Казахстане': 'Да'}",Алматы,2015 - н.в. M400,хэтчбек,1.4 (бензин),,автомат,передний привод,слева,вишня,Да,1.4,бензин,0
39,https://kolesa.kz/a/show/144058668?fromUserSearch=1,5990000.0,29 июня,5287,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Астана', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '15 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серебристый металлик', 'Растаможен в Казахстане': 'Да'}",Астана,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),15.0,механика,передний привод,слева,серебристый металлик,Да,1.6,бензин,0
40,https://kolesa.kz/a/show/155527748,6000000.0,29 июня,217,Chevrolet,Nexia,2023.0,"{'Город': 'Караганда', 'Поколение': '2020 - н.в. 1 поколение', 'Кузов': 'седан', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '12 500 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серый металлик', 'Растаможен в Казахстане': 'Да'}",Караганда,2020 - н.в. 1 поколение,седан,1.5 (бензин),12500.0,автомат,передний привод,слева,серый металлик,Да,1.5,бензин,0
41,https://kolesa.kz/a/show/155567138,6050000.0,1 июля,169,ВАЗ (Lada),2121 Нива,2023.0,"{'Город': 'Петропавловск', 'Поколение': '2009 - н.в. 1 поколение [2-й рестайлинг]', 'Кузов': 'внедорожник', 'Объем двигателя, л': '1.7 (бензин)', 'Коробка передач': 'механика', 'Привод': 'полный привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Петропавловск,2009 - н.в. 1 поколение [2-й рестайлинг],внедорожник,1.7 (бензин),,механика,полный привод,слева,белый,Да,1.7,бензин,0
42,https://kolesa.kz/a/show/155374096,6100000.0,26 июня,144,Chevrolet,Spark,2023.0,"{'Город': 'Алматы', 'Поколение': '2015 - н.в. M400', 'Кузов': 'хэтчбек', 'Объем двигателя, л': '1.4 (бензин)', 'Пробег': '11 000 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'вишня', 'Растаможен в Казахстане': 'Да'}",Алматы,2015 - н.в. M400,хэтчбек,1.4 (бензин),11000.0,механика,передний привод,слева,вишня,Да,1.4,бензин,0
43,https://kolesa.kz/a/show/155479672,6100000.0,28 июня,57,ВАЗ (Lada),Granta 2191 (лифтбек),2023.0,"{'Город': 'Атбасар', 'Поколение': '2018 - н.в. 1 поколение рестайлинг', 'Кузов': 'лифтбек', 'Объем двигателя, л': '1.6 (бензин)', 'Пробег': '490 км', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Атбасар,2018 - н.в. 1 поколение рестайлинг,лифтбек,1.6 (бензин),490.0,механика,передний привод,слева,белый,Да,1.6,бензин,0
44,https://kolesa.kz/a/show/155626847,6100000.0,2 июля,135,ВАЗ (Lada),2121 Нива,2023.0,"{'Город': 'Астана', 'Поколение': '2009 - н.в. 1 поколение [2-й рестайлинг]', 'Кузов': 'внедорожник', 'Объем двигателя, л': '1.7 (бензин)', 'Пробег': '10 км', 'Коробка передач': 'механика', 'Привод': 'полный привод', 'Руль': 'слева', 'Цвет': 'зеленый', 'Растаможен в Казахстане': 'Да'}",Астана,2009 - н.в. 1 поколение [2-й рестайлинг],внедорожник,1.7 (бензин),10.0,механика,полный привод,слева,зеленый,Да,1.7,бензин,0
45,https://kolesa.kz/a/show/155376600,6150000.0,1 июля,180,Chevrolet,Nexia,2023.0,"{'Город': 'Актобе', 'Поколение': '2020 - н.в. 1 поколение', 'Кузов': 'седан', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '10 000 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'белый', 'Растаможен в Казахстане': 'Да'}",Актобе,2020 - н.в. 1 поколение,седан,1.5 (бензин),10000.0,автомат,передний привод,слева,белый,Да,1.5,бензин,0
46,https://kolesa.kz/a/show/133500213,6190000.0,3 июля,112968,Chevrolet,Cobalt,2023.0,"{'Город': 'Караганда', 'Поколение': '2020 - н.в. 2 поколение рестайлинг', 'Кузов': 'седан', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'механика', 'Привод': 'передний привод', 'Руль': 'слева', 'Растаможен в Казахстане': 'Да'}",Караганда,2020 - н.в. 2 поколение рестайлинг,седан,1.5 (бензин),,механика,передний привод,слева,,Да,1.5,бензин,0
47,https://kolesa.kz/a/show/121692113,6190000.0,29 июня,1749,Chevrolet,Nexia,2023.0,"{'Город': 'Усть-Каменогорск', 'Поколение': '2020 - н.в. 1 поколение', 'Кузов': 'седан', 'Объем двигателя, л': '1.5 (бензин)', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серый металлик', 'Растаможен в Казахстане': 'Да'}",Усть-Каменогорск,2020 - н.в. 1 поколение,седан,1.5 (бензин),,автомат,передний привод,слева,серый металлик,Да,1.5,бензин,0
48,https://kolesa.kz/a/show/155504879,6200000.0,2 июля,289,Chevrolet,Nexia,2023.0,"{'Город': 'Павлодар', 'Поколение': '2020 - н.в. 1 поколение', 'Кузов': 'седан', 'Объем двигателя, л': '1.5 (бензин)', 'Пробег': '10 600 км', 'Коробка передач': 'автомат', 'Привод': 'передний привод', 'Руль': 'слева', 'Цвет': 'серебристый', 'Растаможен в Казахстане': 'Да'}",Павлодар,2020 - н.в. 1 поколение,седан,1.5 (бензин),10600.0,автомат,передний привод,слева,серебристый,Да,1.5,бензин,0
